id,birthY,gender,nationality,label
1,1599,1,清,𧧌震
2,1639,1,清,鑑堂一
3,1247,1,南宋 元 日本,一寧
4,1352,1,明,一如
5,683,1,唐,一行
6,1729,1,清,了貞
7,1118,1,南宋,了悟
8,1077,1,北宋 南宋,了然
9,1149,1,明,了圓
10,1630,1,明 清,上思
11,724,1,唐,于頔
12,1334,1,元 明,大佑
13,622,1,唐,普光
14,1564,1,明,大惠
15,1284,1,元,大訢
16,1576,1,明,大壑
17,1593,1,明 清,大璸
18,732,1,唐,寶通
19,678,1,唐,大覺
20,1201,1,南宋,大觀
21,1226,1,南宋 元 日本,祖元
22,1089,1,南宋,子文
23,1320,1,元,子成
24,1066,1,北宋,子淳
25,965,1,北宋,長水子璿
26,1018,1,宋,才良
27,705,1,唐,不空
28,1091,1,南宋,中翼
29,656,1,唐,悲智
30,992,1,北宋,仁岳
31,992,1,北宋,仁勇
32,1637,1,明 清,今辨
33,1615,1,明 清,今釋
34,1080,1,南宋,介諶
35,1576,1,明,元來
36,1149,1,南宋 元,元粹
37,1578,1,明 清,鼓山元賢
38,529,1,印度,世親
39,1639,1,清,幻敏
40,1327,1,明,心泰
41,147,1,東漢,支婁迦讖
42,181,1,孫吳,支謙
43,1241,1,南宋 元,文才
44,885,1,五代十國,文益
45,1319,1,元,文康
46,1345,1,明,文琇
47,1261,1,南宋 元,文寶
48,1276,1,元,文藻
49,1487,1,明,方澤
50,1611,1,清,普悅方醒
51,1223,1,南宋 元,可度
52,1092,1,北宋 南宋,可觀
53,1569,1,明,古德
54,1663,1,清,巨翔
55,1880,1,民國,弘一
56,602,1,唐,弘忍
57,1592,1,清,弘裕
58,1605,1,明 清,弘儲
59,1599,1,明 清,弘璧
60,1630,1,明 清,弘瀚
61,1612,1,明 清,弘贊
62,982,1,北宋,本如
63,1276,1,元,本真
64,1555,1,明,本智
65,1404,1,明,本瑞   
66,1600,1,明 清,正明
67,1549,1,明,正傳
68,1545,1,明,正誨
69,1091,1,南宋,正覺
70,905,1,五代十國 北宋,延壽
71,1564,1,明,大會永海
72,1275,1,元,竺源水盛
73,602,1,唐,玄奘
74,601,1,唐,道世
75,608,1,唐,玄應
76,1610,1,明 清,德申
77,1682,1,清,石壇光模
78,1265,1,元,先睹
79,1632,1,清,全威
80,549,1,隋 唐,吉藏
81,1320,1,元 明,如玘
82,990,1,北宋,如吉
83,1425,1,明,如巹
84,1619,1,清,善一如純
85,1537,1,明,如惺
86,1541,1,明,如馨
87,1103,1,南宋,鳳山守詮
88,1072,1,北宋 南宋,守遂
89,529,1,印度,安慧
90,1618,1,明 清,成時
91,1021,1,北宋,有嚴
92,1611,1,明 清,行元
93,1276,1,元,自成
94,1615,1,明 清,自融
95,1611,1,明 清,行舟
96,1166,1,金 元,行秀
97,1600,1,明 清,行省
98,1620,1,明 清,行悅
99,1091,1,南宋,行從
100,1593,1,清,行敏
101,1593,1,清,行盛
102,1614,1,明 清,行森
103,1628,1,明 清,行策
104,919,1,北宋,行靖
105,711,1,唐,行滿
106,1220,1,元,行彌
107,1621,1,清,無諍行謙
108,1605,1,清,行韜
109,469,1,北魏,佛陀扇多
110,1320,1,明,克勤
111,725,1,唐,利言
112,706,1,唐,含光
113,1201,1,南宋,天台妙倫
114,1242,1,元,妙恩
115,1219,1,元,妙高
116,1089,1,南宋,宗杲   
117,1247,1,元,希陵
118,775,1,唐,希運
119,1311,1,明,希顏
120,761,1,唐,志鴻
121,988,1,北宋,李遵勗
122,558,1,隋 唐,法順
123,1259,1,元,沙囉巴
124,1276,1,元,良圭
125,490,1,隋,那連提黎耶舍
126,1337,1,元 明,忻悟
127,1607,1,明 清,受登
128,1591,1,明,周理
129,1027,1,北宋,宗永
130,1149,1,南宋,宗印
131,1318,1,明,宗泐
132,780,1,唐,宗密
133,1376,1,明,宗淨
134,1121,1,南宋,宗壽
135,1091,1,南宋,宗榮
136,1151,1,南宋,宗曉
137,1055,1,北宋,宗頤
138,1309,1,明,宗黼
139,683,1,唐,定賓
140,990,1,北宋,尚賢
141,1291,1,明,居頂
142,1164,1,南宋,居簡
143,1282,1,元,念常
144,1592,1,清,良照
145,1562,1,明,性祇
146,1603,1,清,性胤
147,1671,1,清,性音
148,1693,1,清,性起
149,1661,1,清,性統
150,1639,1,清,性鉅
151,1265,1,元,性澄
152,1615,1,清,性磊
153,1611,1,明 清,性聰
154,1235,1,元,拔合思巴
155,1561,1,明,明凡
156,1263,1,元,明本
157,1588,1,明,明河
158,630,1,唐,明恂
159,1631,1,清,明喜
160,1639,1,清,明滿
161,561,1,唐,明曠
162,495,1,北周,法上
163,653,1,唐,法月
164,746,1,唐,法全
165,1089,1,南宋,法宏
166,1634,1,清,法秀
167,1284,1,元,法林
168,1022,1,北宋,法泉
169,1091,1,南宋,大洪法為
170,1102,1,南宋,瑞巖法恭
171,571,1,唐,法琳
172,1119,1,南宋,法登
173,539,1,隋,法慎
174,1185,1,南宋,法照
175,1018,1,北宋,法演
176,1091,1,南宋,法潤
177,635,1,唐,法寶
178,569,1,唐,法礪
179,239,1,西晉,竺法護
180,811,1,唐,知玄
181,960,1,北宋,知禮
182,768,1,唐,元堪
183,1292,1,元 日本,竺僊梵僊
184,669,1,唐,金剛智
185,862,1,五代十國,贍公
186,862,1,五代十國,繼榮
187,1024,1,北宋 遼,非濁
188,1091,1,南宋,信悟
189,1626,1,清,信菴
190,1007,1,北宋,契嵩
191,593,1,唐,彥悰
192,1149,1,南宋,善月
193,1592,1,明 清,洪如
194,1605,1,清,紀蔭
195,980,1,北宋,重顯
196,1545,1,明,乘旹
197,1627,1,明 清,原澂
198,1528,1,明,員珂
199,1065,1,宋,師遠
200,1091,1,南宋,師儼
201,1602,1,明 清,徐昌治
202,1609,1,明 清,悟卓
203,1115,1,南宋,悟明
204,1303,1,元 明,時蔚
205,1645,1,清,書玉
206,1611,1,清,耕月海屋
207,746,1,唐,海雲
208,1543,1,明,真可
209,1621,1,明 清,真在
210,1531,1,明,真界
211,1558,1,明,真貴
212,1634,1,明 清,真雄
213,1794,1,清,真嵩
214,1596,1,清,真樸
215,499,1,陳,真諦
216,1537,1,明,真覺
217,1660,1,清,真續
218,1296,1,明,祖光
219,1280,1,元,祖銘
220,1089,1,南宋,祖慶
221,1234,1,元,祖誾
222,1292,1,元 明,無盡祖鐙
223,601,1,唐,神泰
224,721,1,唐,神清
225,1638,1,明 清,別牧純
226,1602,1,明 清,行乾
227,632,1,唐,窺基
228,1580,1,明 清,寂光
229,1611,1,清,寂空
230,1255,1,南宋 元,行端
231,1132,1,南宋,崇岳
232,1304,1,元 明,崇裕
233,1042,1,北宋,從義
234,1202,1,南宋 元,惟一
235,1027,1,北宋,惟白
236,1286,1,元,惟則
237,753,1,唐,梁肅
238,1296,1,元 明,梵琦
239,1274,1,南宋 日本,正澄
240,1262,1,南宋 元,清茂
241,1292,1,元,清欲
242,1091,1,南宋,清萃
243,1243,1,元,淨伏
244,1339,1,明,淨戒
245,1602,1,明 清,淨柱
246,1427,1,明,淨倫
247,1615,1,明 清,淨挺
248,1606,1,清,淨符
249,1610,1,明 清,淨訥
250,1011,1,北宋,淨源
251,683,1,唐,淨覺
252,1077,1,北宋 南宋,紹隆
253,1178,1,南宋,紹曇
254,1560,1,明,廣承
255,1030,1,北宋,處元
256,1016,1,北宋,處咸
257,1025,1,北宋,處凝
258,1011,1,北宋,處謙
259,1649,1,清,通旭
260,1599,1,明 清,通門
261,1546,1,明,若惺通炯
262,1593,1,明 清,通容
263,1701,1,清,通理
264,1614,1,明 清,通琇
265,1608,1,明 清,通際
266,1565,1,明,通潤
267,1610,1,明 清,通醉
268,1602,1,明 清,陶明潛
269,529,1,印度,勝友
270,651,1,新羅,勝莊
271,1740,1,清,彭紹升
272,746,1,唐,慧果
273,1079,1,南宋,九頂慧泉
274,643,1,唐,慧英
275,334,1,東晉,慧遠
276,1077,1,南宋,普紹
277,1347,1,元 明,普莊
278,1002,1,南宋 元,普瑞
279,1661,1,清,普潤
280,1179,1,南宋,普濟
281,1393,1,明,景隆
282,1296,1,明,景瓛
283,1035,1,北宋,智本
284,1599,1,明 清,智旭
285,678,1,唐,智周
286,681,1,唐,智昇
287,605,1,唐,智威
288,567,1,唐,智首
289,1617,1,清,智海
290,1637,1,清,智祥
291,1347,1,明,智勝
292,1629,1,明 清,智沄
293,976,1,北宋,智圓
294,518,1,陳,智愷
295,1347,1,明,智粵
296,813,1,唐,智慧輪
297,539,1,隋,智顗
298,602,1,唐,智儼
299,711,1,唐,湛然
300,529,1,印度,無著
301,1614,1,清,雪幢發慧
302,1079,1,南宋,善果
303,1074,1,北宋 南宋,善悟
304,1414,1,明,善堅
305,637,1,唐,善無畏
306,1152,1,南宋,善開
307,459,1,北魏,菩提流支
308,572,1,唐,菩提流志
309,369,1,南梁,菩提達磨
310,1612,1,清,超永
311,1614,1,明 清,超見
312,1609,1,清,超宗
313,1600,1,清,超直
314,1593,1,清,超溟
315,1631,1,明 清,超遠
316,1634,1,明 清,開詗
317,1242,1,南宋 元,雲岫
318,1614,1,清,朗空順
319,1535,1,明,袾宏
320,1562,1,明,傳如
321,1256,1,元,圓至
322,1571,1,明 清,圓信
323,1575,1,明,圓修
324,1063,1,北宋 南宋,克勤
325,613,1,唐,圓測
326,663,1,唐,圓暉
327,718,1,唐,圓照
328,610,1,唐,會寧
329,986,1,北宋,楚圓
330,974,1,北宋,楊億
331,950,1,北宋,源清
332,1055,1,北宋,義天
333,661,1,唐,義忠
334,1088,1,南宋,義初
335,1032,1,北宋,義青
336,635,1,唐,義淨
337,625,1,新羅,義湘
338,1163,1,宋,義遠
339,1121,1,南宋,義銛
340,746,1,唐,義操
341,150,1,印度,龍樹
342,1593,1,明 清,葛䵻
343,1637,1,明 清,成鷲
344,1056,1,遼,道㲀
345,1614,1,明 清,印正
346,314,1,東晉,道安
347,1089,1,北宋 南宋,道行
348,1169,1,南宋,道沖
349,1596,1,明 清,道忞
350,596,1,唐,道宣
351,1335,1,明,道衍
352,891,1,北宋,道原
353,1347,1,明,道哲
354,668,1,唐,道氤
355,1043,1,北宋,道楷
356,1309,1,明,道瑄
357,562,1,唐,道綽
358,1616,1,明 清,道澄
359,1615,1,明 清,道霈
360,1600,1,明 清,道獨
361,1579,1,清,道璞
362,1487,1,明,道濟
363,1093,1,南宋,道謙
364,750,1,唐,道邃
365,1155,1,南宋,道巖
366,1731,1,清,達珍
367,1608,1,明 清,達尊
368,1608,1,清,達謙
369,663,1,唐,遁麟
370,596,1,唐,釋靖邁
371,344,1,後秦,鳩摩羅什
372,1661,1,清,斗南暐
373,504,1,隋,鑑智僧璨
374,652,1,唐,實叉難陀
375,1634,1,明 清,徹御
376,1638,1,清,福月
377,1546,1,明,福善
378,1080,1,南宋,與咸
379,1276,1,元,蒙潤
380,1683,1,清,際源
381,1554,1,明,廣伸
382,771,1,唐,廣修
383,1582,1,明,廣真
384,840,1,北宋,廣輝
385,1628,1,明 清,德玉
386,1167,1,南宋,德秀
387,1621,1,明 清,德宗
388,1088,1,南宋,德初
389,1071,1,北宋 南宋,德洪
390,1237,1,元,德珍
391,1634,1,明 清,德基
392,1546,1,明,德清
393,1347,1,明,德琇
394,1275,1,元,德輝
395,1599,1,清,德敷
396,1513,1,明,德寶
397,1078,1,北宋 南宋,慶預
398,680,1,唐,慧日
399,675,1,唐,南陽慧忠
400,652,1,唐,慧沼
401,515,1,陳,慧思
402,673,1,唐,慧苑
403,1626,1,明 清,慧海
404,638,1,唐,慧能
405,1347,1,明,慧啟
406,767,1,唐,慧然
407,1183,1,南宋,慧開
408,1189,1,南宋,慧雲
409,663,1,唐,慧暉
410,1304,1,明,慧曇
411,1603,1,明 清,慧機
412,840,1,五代十國,慧霞
413,363,1,劉宋,慧嚴
414,923,1,北宋,澄彧
415,738,1,唐,澄觀
416,1599,1,清,屾峰憲
417,1025,1,北宋,曉月
418,1128,1,南宋,曉瑩
419,455,1,隋,曇琳
420,1347,1,明,曇頓
421,1285,1,元 明,曇噩
422,1632,1,明 清,機如
423,1619,1,清,石源機雲
424,1614,1,明 清,燈來
425,1625,1,明 清,燈映
426,1603,1,清,燈顯
427,964,1,北宋,遵式
428,1600,1,清,濟時
429,1604,1,明 清,濟能
430,1577,1,明,釋禪
431,1592,1,明 清,隆琦
432,1593,1,清,聶先
433,1547,1,明,鎮澄
434,1092,1,南宋,守賾
435,720,1,唐,懷海
436,624,1,唐,懷素
437,1077,1,南宋,懷深
438,919,1,北宋 五代十國,贊寧
439,1614,1,清,實性
440,1129,1,南宋,寶曇
441,1012,1,北宋,繼忠
442,1089,1,南宋,蘊聞
443,1286,1,元 明,覺岸
444,1213,1,南宋 日本,道隆
445,529,1,印度,護法
446,746,1,唐,辯弘
447,620,1,唐,辯機
448,1588,1,明 清,讀徹
449,1601,1,明 清,讀體
450,1605,1,清,顯裕
451,1596,1,清,顯權
452,771,1,唐,靈祐 
453,1607,1,清,靈耀
454,1311,1,元 明,觀通
455,1579,1,明 清,觀衡
456,1088,1,南宋,法雲
457,523,1,隋,慧遠
458,1593,1,清,李中梓
459,1593,1,清,行中
460,1593,1,清,法觀行會
461,1593,1,清,行淨
462,1093,1,北宋 南宋,釋道元
463,1593,1,清,古碧行湛
464,1593,1,清,行朗
465,1593,1,清,嚴栻
466,1593,1,清,規權
467,1259,1,元,著栗赤
468,1259,1,元,剌溫卜
469,1593,1,清,穎正行端
470,1593,1,清,劍龍行志
471,811,1,唐,紹明
472,1593,1,清,又度行舟
473,622,1,唐,玄賾
474,543,1,隋,曇遷
475,1604,1,清,葉紹顒
476,1593,1,清,如信
477,1593,1,清,行澗
478,1593,1,清,智經
479,1593,1,清,行鏡
480,171,1,東漢,支亮
481,1593,1,清,行蔭
482,1593,1,清,寂泰
483,463,1,印度,摩訶迦葉
484,1593,1,清,行備
485,321,1,東晉,法和
486,280,1,西晉,竺法乘
487,286,1,東晉,竺潛
488,337,1,東晉,慧持
489,350,1,東晉 前秦,曇邕
490,344,1,後秦,僧䂮
491,463,1,南梁,僧詮
492,434,1,南齊,慧次
493,437,1,南齊,釋法度
494,233,1,東晉,佛圖澄
495,254,1,西晉,耆域
496,332,1,東晉,支曇籥
497,1594,1,清,古鏡符
498,1594,1,清,曦崑玉
499,548,1,唐,慧休
500,568,1,唐,道岳
501,568,1,唐,僧辯
502,529,1,印度,戒賢
503,1594,1,清,化中慶
504,1594,1,清,大木訓
505,1594,1,清,斷疑果
506,643,1,唐,法藏
507,636,1,唐,文綱
508,651,1,唐,思恒
509,1594,1,清,大歇芳
510,646,1,唐,智積
511,1594,1,清,古鑑彰
512,197,1,tbd,竺高座
513,245,1,西晉,竺法首
514,1594,1,清,爾初正
515,1594,1,清,覺天文
516,1594,1,清,瑞明震
517,1594,1,清,惟一宗
518,1594,1,清,卓庵嶽
519,306,1,後秦,須利耶跋陀
520,307,1,晉,須利耶蘇摩
521,1594,1,清,素嚴行淵
522,1593,1,清,紫巖行順
523,1594,1,清,介石登
524,1594,1,清,晦巖熹
525,1594,1,清,法海涯
526,1143,1,南宋,道生
527,1594,1,清,智菴寧
528,1594,1,清,松若昭
529,1594,1,清,箭機敏
530,262,1,西晉,竺法行
531,260,1,西晉,竺法存
532,1594,1,清,曇舸麟
533,1594,1,清,閒雲海
534,304,1,東晉,竺法友
535,1594,1,清,自立惠
536,1594,1,清,明初復
537,1594,1,清,不惑慧
538,254,1,前秦,竺法行
539,1594,1,清,午明旭
540,463,1,印度,釋迦牟尼佛
541,1594,1,清,愍生念
542,303,1,東晉,弘覺
543,322,1,劉宋,法智
544,507,1,陳,法朗
545,1594,1,清,永如齡
546,1594,1,清,廓堂遍
547,1594,1,清,潛輝銘
548,1594,1,清,若水由
549,1594,1,清,文裕衡
550,1594,1,清,衡世融
551,1594,1,清,野菴智
552,399,1,南齊,法遷
553,1594,1,清,相隱伊
554,456,1,南梁,僧朗
555,1594,1,清,體圓足
556,1594,1,清,自謙讓
557,1596,1,清,電菴旭
558,1596,1,清,別機本清
559,1596,1,清,頑楫濟
560,1596,1,清,千潮溟
561,1596,1,清,上乘本宗
562,1596,1,清,大嶺本丕
563,354,1,東晉,法平
564,354,1,東晉,法等
565,1593,1,清,鐵舟行濟
566,1427,1,明,曉堂明
567,1034,1,北宋,楊傑
568,1036,1,北宋,蘇軾
569,1427,1,明,普門智
570,1482,1,明,慧林
571,1593,1,清,讓菴行潛
572,1523,1,明,如通
573,1482,1,明,明慧
574,1427,1,明,月潭清
575,1381,1,明,秋月以澄
576,1596,1,清,犀照本澈
577,1427,1,明,海藏深
578,1304,1,元,大圭
579,1427,1,明,大宗宣
580,1878,1,清 民國,釋圓瑛
581,709,1,唐,馬祖道一
582,797,1,唐,裴休
583,767,1,唐,義玄
584,780,1,唐,道明
585,1230,1,南宋 蒙古,契祖
586,813,1,唐,楚南
587,775,1,唐,靈觀
588,775,1,唐,宗徹
589,846,1,五代十國 北宋,省僜
590,793,1,唐,大安
591,1017,1,北宋,薦福道英
592,1017,1,北宋,子琦
593,1360,1,明,正映
594,782,1,唐,鴻休
595,1516,1,明,默菴慧聞
596,831,1,唐,景先
597,1230,1,元,伯福
598,878,1,北宋,清豁
599,580,1,唐,大醫道信
600,1381,1,明,太虛圓
601,767,1,唐,大愚
602,855,1,五代十國,月輪
603,943,1,北宋,緣觀
604,671,1,唐,行思
605,810,1,唐,李忱
606,1573,1,明,法藏
607,805,1,唐,善會
608,1547,1,明,默菴定
609,822,1,唐,義存
610,1542,1,明,正圓
611,1304,1,明,天然慧
612,1542,1,明,大菴
613,1404,1,明,大休實
614,1567,1,明,密雲圓悟
615,1567,1,明,興慈
616,1592,1,明,興壽
617,1603,1,清,弗也莖
618,1603,1,清,桂輪常
619,864,1,五代十國,文偃
620,1567,1,明,覺田
621,1582,1,清,岫巖燈燎
622,1567,1,明,寶燈
623,1025,1,北宋,守端
624,1582,1,清,雲巖燈古
625,1381,1,明,中峰素
626,1039,1,北宋,本觀
627,986,1,北宋,惟慎
628,886,1,五代十國,王延彬
629,1025,1,北宋,惟鳳 
630,910,1,五代十國,從允 
631,1572,1,明,黃端伯
632,1582,1,清,覺樹燈世
633,1639,1,清,性應
634,993,1,南宋,文宥
635,1089,1,南宋,慶老
636,1039,1,北宋,法超
637,1025,1,北宋,志添 
638,993,1,北宋,有評
639,1593,1,明,慧山
640,1548,1,明,慧經
641,1491,1,明,性虛
642,1603,1,清,寂慧
643,846,1,北宋,法騫
644,1585,1,明,無為如學
645,463,1,印度,阿難
646,745,1,唐,齊安 
647,749,1,唐,無等
648,753,1,唐,智常
649,594,1,唐,牛頭法融
650,782,1,唐,宣鑑
651,1639,1,清,性印
652,1603,1,明 清,行彌
653,846,1,五代十國,從展
654,487,1,隋,慧可
655,885,1,五代十國,道希
656,748,1,唐,普願
657,854,1,五代十國,慧稜
658,1571,1,清,大藏道足
659,1573,1,明,休塵
660,1603,1,清,性在
661,1588,1,明,次齋智季
662,860,1,五代十國,鼓山神晏
663,854,1,五代十國,道匡
664,916,1,北宋,慧悟
665,876,1,五代十國,契如
666,850,1,五代十國,道溥
667,846,1,五代十國,無逸
668,965,1,北宋,蘊聰
669,993,1,北宋,義懷
670,1573,1,清,彭州寶池
671,1009,1,北宋,可真
672,1002,1,北宋,慧南
673,1575,1,明,大林偉
674,1025,1,北宋,常總
675,1039,1,北宋,志超
676,917,1,北宋,法燈
677,768,1,唐,韓愈
678,1206,1,南宋 元,可湘
679,1196,1,南宋,元智
680,1639,1,清,明福
681,1575,1,明,振宗承
682,1639,1,清,明訓
683,1258,1,元,如炤
684,1258,1,南宋 元,道符
685,1281,1,元,廣漩
686,1593,1,明,了凡剛
687,1616,1,明 清,性願
688,1294,1,明,巽中道謙
689,739,1,唐,惟政
690,1353,1,明,道成
691,1567,1,明,黃介子
692,1571,1,明,山鳴弘璐
693,1600,1,明 清,超宣
694,1615,1,明 清,如沛
695,669,1,唐,宣一
696,780,1,唐,陳操
697,780,1,五代十國,如寶
698,1593,1,清,行定
699,1575,1,明,同雲萍
700,1639,1,清,明微
701,1599,1,清,鄰哲淨彥
702,1036,1,北宋,從諫慈辯
703,1639,1,清,明燦
704,677,1,唐,懷讓
705,991,1,北宋,法遠
706,1031,1,北宋,蔣之奇
707,1264,1,元,崇會
708,772,1,唐,白居易
709,1629,1,明 清,明凈
710,1021,1,北宋,曉舜
711,1623,1,明 清,明晟
712,834,1,唐 五代十國,法真
713,1044,1,北宋,從悅
714,1011,1,北宋,元淨
715,1584,1,清,起元淨生
716,1584,1,清,一念淨緣
717,1592,1,明,玄生海珠
718,1634,1,清,明謙
719,1613,1,清,良冶
720,1648,1,清,明洽
721,887,1,五代十國,宋齊丘
722,1642,1,明 清,明逕
723,1584,1,清,如庵平
724,1605,1,明 清,超弘
725,1611,1,清,借山映
726,1610,1,明 清,戒顯
727,1616,1,明 清,行觀
728,1617,1,明 清,大依
729,1636,1,清,千呆性侒
730,1599,1,清,道曉悅
731,1659,1,清,實任
732,1652,1,清,明標
733,1612,1,清,嬾若真曇
734,1651,1,清,實玉
735,1624,1,明 清,行琈
736,1593,1,清,蒲庵大健
737,1624,1,明 清,行珍
738,1682,1,清,實存
739,1676,1,清,實聖
740,1642,1,清,實心
741,1642,1,清,實昂
742,1659,1,清,際勤
743,1642,1,清,實晃
744,1693,1,清,際愚
745,1689,1,清,際傳
746,910,1,北宋,玄應
747,965,1,宋,棲隱自然
748,1593,1,清,御之大龍
749,1651,1,清,際郁
750,1651,1,清,際位
751,1580,1,明 清,擴南宏
752,992,1,北宋,方會
753,1621,1,明 清,湛慈傳謜
754,1690,1,清,際萱
755,1712,1,清,達盛
756,1712,1,清,智石
757,1580,1,明 清,淵充滋
758,1580,1,明 清,圓印海
759,1580,1,明 清,無壞法
760,1580,1,明 清,淨心玉
761,1592,1,清,怡生弘喜
762,758,1,唐,道圓
763,1580,1,明 清,聽石敏
764,1593,1,清,報恩大麟
765,549,1,隋,道珍
766,1593,1,清,蒲澗大韶
767,1593,1,清,明招大補
768,1593,1,清,雙峰大存
769,1585,1,清,南詢弘參
770,692,1,唐,曇一
771,1593,1,清,上塔大文
772,715,1,唐,常照
773,1598,1,清,天目方
774,1593,1,清,祖堂大杲
775,718,1,唐,法詵
776,1593,1,清,黃檗大嵩
777,1588,1,清,山庾弘能
778,1573,1,明,祖印證
779,705,1,唐,大明
780,1573,1,明,四弘願
781,705,1,唐,惟忠
782,715,1,唐,道欽
783,1573,1,明,爾敦艮
784,723,1,唐,無名
785,938,1,北宋,洪敏
786,983,1,北宋,慧覺
787,1011,1,北宋,承遷
788,1011,1,北宋,明覃
789,1580,1,清,江月源
790,1573,1,明,直方偉
791,1708,1,清,眼文
792,1573,1,明,自復圓
793,922,1,北宋,懷祥
794,514,1,陳,僧宗
795,514,1,陳,僧忍
796,1573,1,明,破關扶
797,520,1,陳,智休
798,1573,1,明,三關萃
799,1573,1,明,耳圓應
800,1580,1,明 清,曇舸航
801,1290,1,元,景巖
802,1573,1,明,森如朗
803,1573,1,明,慧超權
804,1580,1,明 清,津超拔
805,1304,1,元,明教
806,1580,1,明 清,笠雲筠
807,776,1,唐,神照
808,1573,1,明,什菴叡
809,1573,1,明,舒光曮
810,1573,1,明,月航緇
811,1610,1,清,超質
812,1573,1,明,英偉悟
813,1604,1,清,無漏印涵
814,1573,1,明,臨渠霞
815,746,1,唐,韋臯
816,1573,1,明,仁啟儒
817,711,1,唐,李亨
818,727,1,唐,李豫
819,1573,1,明,劍石慧
820,738,1,唐,海岸
821,491,1,南梁,法泰
822,528,1,陳,靜嵩
823,530,1,隋,洪遵
824,522,1,陳,曹毘
825,536,1,陳,僧榮
826,551,1,唐,法侃
827,523,1,陳,智敫
828,540,1,隋,道尼
829,1597,1,清,直指性歸
830,1597,1,清,雪眉方坤
831,1011,1,北宋,海達
832,1597,1,清,石幢寂壽
833,1597,1,清,竺意普傳
834,1597,1,清,耕雲澄鑑
835,1177,1,南宋,妙堪
836,1165,1,南宋,覺通
837,1597,1,清,耶湘印𠁼
838,1597,1,清,無私元
839,1597,1,清,禦木印章
840,1597,1,清,竺微智泰
841,1597,1,清,清谿道昶
842,1616,1,明,無生
843,1597,1,清,象含寂定
844,1597,1,清,孤石真憲
845,778,1,唐,從諗
846,1718,1,清,了鏽
847,1597,1,清,含光真玉
848,1726,1,清,了祥
849,1597,1,清,普天印圓
850,1523,1,明,大海
851,1594,1,明 清,遺聞如幻
852,1597,1,清,勝幢印鎧
853,1693,1,清,際念
854,1719,1,清,際璽
855,1719,1,清,傳至
856,1538,1,明,悅庵喜
857,1724,1,清,了心
858,1284,1,元,元長
859,1597,1,清,半雲如慧
860,1002,1,北宋,梵臻
861,1726,1,清,克明
862,509,1,陳,慧布
863,525,1,陳,寶瓊
864,1606,1,明 清,弘敏
865,769,1,唐,圓智
866,1745,1,清,了鈺
867,1597,1,清,古拙印可
868,1745,1,清,悟春
869,1745,1,清,慧恭
870,1597,1,清,四不行弘
871,1734,1,清,如曇
872,1734,1,清,恢立
873,1749,1,清,了馨
874,1749,1,清,慧璣
875,1071,1,北宋 南宋,思慧
876,597,1,唐,慧遠
877,566,1,隋,智凝
878,1597,1,清,卓爾普文
879,556,1,唐,辯相
880,1597,1,清,唯旃印道
881,943,1,北宋,警玄
882,1597,1,清,中天照朗
883,1597,1,清,當臺印森
884,1545,1,明,洪恩
885,1597,1,清,三止印昇
886,1530,1,明,瑞峯
887,1514,1,明,常忠
888,358,1,印度,般若多羅
889,1103,1,南宋,曇華
890,1597,1,清,寶峰洪慧
891,1118,1,北宋 南宋,咸傑
892,428,1,南梁,道育
893,1136,1,南宋,祖先
894,1178,1,南宋,師範   
895,1216,1,南宋 元,祖欽
896,1238,1,南宋 元,原妙
897,1593,1,明,王谷
898,1333,1,明,普持  
899,487,1,北齊,化公
900,487,1,北齊,彥公
901,1372,1,明,慧旵
902,1597,1,清,蒼峨德海
903,1355,1,明,普慈
904,1379,1,明,明瑄
905,487,1,南北朝,僧那
906,1597,1,清,如岳覺無
907,564,1,隋,道密
908,1458,1,明,明聰  
909,487,1,唐,慧滿
910,1593,1,清,蒼霞寂桴
911,487,1,北齊,向居士
912,1597,1,清,靈源印淵
913,1554,1,明,宗憲
914,1596,1,清,曉音本通
915,1596,1,清,嵩壁觀
916,1596,1,清,奯山本微
917,1593,1,清,空巖行坦
918,1596,1,清,蘧菴本元
919,1593,1,清,柴立行巳
920,305,1,隋,法喜
921,515,1,隋,和
922,1894,1,民國,持松
923,1890,1,民國,太虛
924,523,1,南北朝,大忍
925,515,1,南北朝,法歲
926,1852,1,清,敬安
927,539,1,隋,慧辯
928,544,1,隋,智越
929,817,1,唐,常遇      
930,1077,1,南宋,靈隱道樞
931,1839,1,清,上仁
932,1596,1,清,古拙本哲
933,1004,1,北宋,富弼
934,1596,1,清,佩南本印
935,1861,1,清 民國,宗仰
936,1596,1,清,圓智本緣
937,561,1,唐,灌頂
938,557,1,唐,智晞
939,515,1,南梁,慧璀
940,1598,1,明 清,性珽
941,1593,1,明,行璣
942,830,1,唐,存獎
943,863,1,五代十國,慧顒
944,897,1,北宋 五代十國,延沼
945,926,1,北宋,省念
946,946,1,北宋,善昭
947,1596,1,清,破一本庸
948,1596,1,清,天拙本宗
949,1596,1,清,具準元發
950,1596,1,清,嶽來本衡
951,1596,1,清,山燄杲
952,1596,1,清,直庵本浩
953,1596,1,清,爐雪慧
954,1596,1,清,浮弋本岑
955,1596,1,清,快庵鑑
956,1596,1,清,鶴嶠岱
957,1596,1,清,此宗本溟
958,1596,1,清,人嶽曉
959,1596,1,清,世楷式
960,771,1,唐,靈雲
961,1596,1,清,居曇彥佶
962,1090,1,北宋 南宋,李彌遜
963,1596,1,清,獻可寂
