id,birthY,gender,nationality,label
4007,835,1,五代十國,懷畫
4008,835,1,唐,幽州傳法
4009,835,1,五代十國,歸信
4010,1381,1,明,無隱正道
4011,835,1,宋,清免
4012,805,1,唐,師巍
4013,805,1,五代十國,無休
4014,1381,1,明,獨潭海昌
4015,805,1,五代十國,淨悟
4016,805,1,五代十國,善道
4017,805,1,五代十國,崇福志
4018,805,1,tbd,龍溪
4019,1381,1,明,古岩從定
4020,1381,1,明,行一秀
4021,1381,1,明,鐵牛勤
4022,855,1,五代十國,郢州桐泉
4023,786,1,tbd,文殊
4024,786,1,五代十國,密行
4025,807,1,五代十國,海晏
4026,807,1,tbd,湖南文殊
4027,1455,1,明,古巖濟
4028,807,1,tbd,鳳翔石柱
4029,807,1,五代十國,雲蓋
4030,807,1,唐,普聞
4031,856,1,五代十國,道虔
4032,1423,1,明,智瑛
4033,838,1,唐,志元
4034,807,1,唐,谷山藏
4035,1393,1,明,顧智旺
4036,807,1,唐,中雲蓋
4037,807,1,五代十國,僧一
4038,807,1,唐,懷祐
4039,807,1,五代十國,洪薦
4040,807,1,唐,崇恩
4041,1431,1,明,君峯清祥
4042,807,1,唐,山輝
4043,807,1,唐,郢州芭蕉
4044,807,1,唐,慧覺
4045,807,1,唐,山暉
4046,807,1,唐,山約
4047,1628,1,清,浮石演
4048,838,1,唐,志罕
4049,838,1,唐,臥龍
4050,807,1,唐,瑞巖
4051,807,1,五代十國,大嶺
4052,807,1,五代十國,師陰
4053,807,1,五代十國,從實
4054,807,1,五代十國,證覺景
4055,1451,1,明,月潭澄
4056,1492,1,明,天通顯
4057,856,1,唐,新羅清院
4058,856,1,唐,神黨
4059,856,1,五代十國,行修慧觀
4060,1404,1,明,天然銳
4061,856,1,唐,山明
4062,856,1,唐,吉州秋山
4063,1404,1,明,濟舟濵
4064,856,1,唐,延茂
4065,1404,1,明,無礙通
4066,856,1,唐,泐潭山牟
4067,856,1,五代十國,同安常察
4068,1404,1,明,西宗祐
4069,856,1,唐,泐潭匡悟
4070,837,1,tbd,伏龍一世
4071,837,1,五代十國,善藏
4072,837,1,五代十國,有緣
4073,1404,1,明,寂庵湛
4074,837,1,五代十國,藤霞
4075,837,1,五代十國,澧州藥山第七世
4076,748,1,唐,幽閑
4077,1405,1,明,鐵牛堅
4078,753,1,五代十國,泐潭寶峯
4079,807,1,五代十國,存德
4080,782,1,唐,慧恭
4081,782,1,唐,瓦棺和尚
4082,782,1,唐,高亭簡
4083,782,1,唐,資國
4084,1404,1,明,祖堂興
4085,829,1,五代十國,玄泉
4086,828,1,五代十國,慧宗
4087,1404,1,明,突空昇
4088,828,1,五代十國,聖壽院嚴
4089,1404,1,明,春山崇景
4090,828,1,唐,從範
4091,820,1,唐,南嶽橫龍
4092,1404,1,明,中天表
4093,1419,1,明,鏡堂明
4094,829,1,tbd,洛京柏谷
4095,1424,1,明,南宗勝
4096,829,1,五代十國,玄泉二世
4097,829,1,唐,玄密
4098,1404,1,明,湛覺
4099,1424,1,明,玉泉能
4100,844,1,五代十國,志圓
4101,844,1,北宋,智洪
4102,844,1,北宋,行靄
4103,889,1,五代十國,懷楚
4104,844,1,tbd,志操
4105,844,1,tbd,師普
4106,844,1,五代十國,真鑒
4107,844,1,五代十國,行沖
4108,1424,1,明,徹空通
4109,841,1,五代十國,德謙
4110,841,1,五代十國,華光範
4111,841,1,宋,紹孜
4112,841,1,五代十國,定慧
4113,841,1,五代十國,令弇
4114,841,1,tbd,義證
4115,841,1,tbd,清平惟曠
4116,841,1,tbd,靈巖
4117,841,1,唐,吉州匡山
4118,841,1,唐,重滿
4119,841,1,五代十國,清進
4120,841,1,唐,義因
4121,841,1,五代十國,龍迴從盛
4122,841,1,唐,潭州谷山
4123,841,1,tbd,金柱義昭
4124,822,1,五代十國,懷岳
4125,1408,1,明,清天
4126,1424,1,明,古溪清
4127,1424,1,明,荊山理
4128,1424,1,明,法幢金
4129,1424,1,明,了禪能
4130,822,1,tbd,大溈山棲
4131,822,1,五代十國,雙泉永
4132,822,1,五代十國,元儼
4133,822,1,tbd,建州夢筆
4134,822,1,五代十國,守訥
4135,822,1,五代十國,福州永泰
4136,1307,1,明,寶覺簡
4137,1031,1,北宋,鑒文
4138,1628,1,清,嘉石亮
4139,1058,1,北宋,道淵
4140,1303,1,元,一山元
4141,1219,1,元,半山彬
4142,1176,1,元,了因
4143,1290,1,元,滋澤翁
4144,822,1,五代十國,從襲
4145,822,1,唐,泉州東禪
4146,822,1,唐,南臺院仁
4147,822,1,五代十國,玄訥
4148,822,1,五代十國,師鼐
4149,822,1,五代十國,契璠
4150,822,1,唐,龍井通
4151,822,1,唐,行周
4152,817,1,唐,慧忠
4153,822,1,唐,洛京南院
4154,822,1,唐,韶州林泉
4155,822,1,五代十國,歸本
4156,822,1,唐,從弇
4157,857,1,五代十國,弘瑫
4158,822,1,五代十國,紹卿
4159,822,1,五代十國,師郁
4160,822,1,唐,永安雪峯
4161,1619,1,清,天倪發昱
4162,822,1,五代十國,皎然
4163,822,1,唐,玄通
4164,822,1,五代十國,南嶽可觀
4165,828,1,宋,善沼
4166,828,1,唐,棗樹二世
4167,828,1,五代十國,玄都山澄
4168,828,1,五代十國,智顒
4169,835,1,唐,雲居道簡
4170,1619,1,清,月輝常明
4171,828,1,五代十國,黃龍
4172,826,1,五代十國,京兆蜆子
4173,868,1,宋,遇緣
4174,868,1,五代十國,師訥
4175,899,1,五代十國,子興
4176,899,1,宋,知默
4177,1062,1,南宋,安國元惠
4178,1090,1,南宋,薛澄
4179,870,1,宋,師進
4180,870,1,宋,志球
4181,870,1,五代十國,雲龍歸
4182,870,1,tbd,道閑
4183,870,1,五代十國,報國照
4184,870,1,五代十國,白雲廼
4185,860,1,宋,清諤
4186,860,1,tbd,襄州定慧
4187,860,1,tbd,智嶽
4188,860,1,五代十國,文義
4189,860,1,五代十國,鳳凰強
4190,860,1,五代十國,智嵩
4191,860,1,五代十國,智作
4192,846,1,五代十國,建山澄
4193,846,1,五代十國,契穩
4194,846,1,五代十國,西明琛
4195,846,1,五代十國,梁山簡
4196,846,1,五代十國,後昭慶和尚
4197,846,1,五代十國,德海
4198,1115,1,南宋,子堯
4199,846,1,五代十國,潭州嶽麓
4200,846,1,宋,行崇
4201,846,1,tbd,守清
4202,846,1,tbd,永隆慧瀛
4203,846,1,宋,從琛
4204,846,1,五代十國,道熙
4205,846,1,五代十國,清運
4206,846,1,五代十國,文欽
4207,846,1,五代十國,慧廉
4208,846,1,五代十國,如新
4209,846,1,五代十國,可儔
4210,888,1,五代十國,慧輪
4211,888,1,五代十國,龍興裕
4212,854,1,tbd,令含
4213,854,1,tbd,新羅龜山
4214,854,1,五代十國,道殷
4215,854,1,五代十國,澄靜
4216,854,1,宋,契盈
4217,854,1,tbd,青換
4218,854,1,五代十國,常慧
4219,854,1,五代十國,報慈慧朗
4220,854,1,五代十國,咸澤
4221,854,1,五代十國,洪儼
4222,854,1,五代十國,法瑫
4223,854,1,五代十國,紹宗
4224,854,1,唐,光雲
4225,854,1,五代十國,保安連
4226,1819,1,清,秋巖
4227,854,1,北宋,明遠
4228,854,1,唐,從欣
4229,830,1,唐,天鉢
4230,854,1,五代十國,寶資
4231,854,1,五代十國,石佛靜
4232,854,1,唐,懷烈
4233,854,1,唐,守玭
4234,854,1,唐,可隆
4235,854,1,唐,長慶弘辯
4236,854,1,五代十國,契訥
4237,854,1,宋,慈雲慧深
4238,854,1,宋,清海
4239,854,1,五代十國,可休
4240,854,1,五代十國,報恩宗顯
4241,854,1,宋,澄忋
4242,854,1,五代十國,道欽
4243,864,1,北宋,仁王俊
4244,854,1,北宋,鷲嶺通
4245,854,1,宋,守真
4246,854,1,北宋,澄
4247,835,1,五代十國,神祿
4248,835,1,五代十國,睡龍山和尚
4249,835,1,五代十國,明法
4250,835,1,五代十國,南臺誠
4251,835,1,五代十國,國泰瑫
4252,835,1,五代十國,契符
4253,835,1,唐,明真
4254,867,1,宋,洪進
4255,867,1,五代十國,紹修
4256,867,1,tbd,傳殷
4257,867,1,五代十國,守安
4258,867,1,唐,天龍秀
4259,835,1,五代十國,仙宗洞明
4260,835,1,五代十國,福清行欽
4261,835,1,五代十國,寶勝
4262,885,1,宋,玄旨
4263,885,1,宋,清慕
4264,885,1,五代十國,志恩
4265,885,1,宋,玄覺
4266,857,1,五代十國,師貴
4267,857,1,五代十國,義聰
4268,857,1,五代十國,從貴
4269,857,1,五代十國,彥端
4270,857,1,五代十國,僊宗明
4271,857,1,五代十國,祥
4272,767,1,唐,譚空
4273,767,1,唐,寶壽
4274,767,1,唐,旻德
4275,767,1,唐,善崔
4276,1628,1,清,碧露超夢
4277,767,1,唐,歷村
4278,767,1,唐,桐峯
4279,767,1,唐,級衣
4280,767,1,唐,覆盆
4281,767,1,唐,魯祖山教
4282,1148,1,元,月巖永達
4283,767,1,唐,思明
4284,767,1,宋,歸靜
4285,767,1,唐,鎮州大悲
4286,767,1,唐,淄州水陸
4287,767,1,唐,大覺
4288,863,1,唐,守廓
4289,830,1,唐,太行克賓
4290,767,1,唐,譚空
4291,1290,1,元,學古海
4292,863,1,五代十國,穎橋安
4293,897,1,唐,潭州靈泉
4294,871,1,唐,鳳翔長興
4295,911,1,北宋,廣慧真
4296,1424,1,明,寶藏通
4297,1462,1,明,天才英
4298,926,1,唐,慧昭
4299,1474,1,明,吉菴祚
4300,926,1,北宋,重謐
4301,926,1,宋,處評
4302,1458,1,明,東方古裕
4303,926,1,北宋,迥罕
4304,1071,1,南宋,曇應
4305,907,1,北宋,洪諲
4306,946,1,北宋,法永
4307,926,1,北宋,契曠
4308,926,1,北宋,懷志
4309,952,1,北宋,智嵩
4310,986,1,北宋,道隆
4311,949,1,宋,寶情
4312,1404,1,明,朗
4313,970,1,北宋,海仙
4314,1404,1,明,亮
4315,970,1,北宋,法昭演教
4316,919,1,五代十國,奉先深
4317,970,1,北宋,慧果
4318,1404,1,明,滿
4319,909,1,五代十國,智明
4320,1619,1,清,雲樹發密
4321,1404,1,明,悟
4322,1404,1,明,悅
4323,1456,1,明,雪庭
4324,1456,1,明,休
4325,1003,1,北宋,謂芳
4326,1014,1,北宋,洞敷
4327,1014,1,北宋,慧暹
4328,991,1,北宋,紹清
4329,1441,1,明,橘
4330,965,1,北宋,承天辯元
4331,861,1,五代十國,洞山清稟
4332,965,1,北宋,壽寧慧靈
4333,965,1,北宋,雲門顯欽
4334,965,1,北宋,仁壽嗣珍
4335,1424,1,明,雪巖清
4336,965,1,北宋,永福延照
4337,965,1,北宋,永慶光普
4338,965,1,北宋,龍華寶覺
4339,965,1,北宋,翠峯普
4340,965,1,北宋,谷隱可宗
4341,965,1,北宋,雙林已
4342,1381,1,明,如福
4343,965,1,北宋,居素
4344,1304,1,明,道瑩瑛
4345,955,1,北宋,了同
4346,965,1,北宋,覺圓上座
4347,965,1,北宋,疎山古
4348,990,1,北宋,齊岳
4349,1304,1,明,異巖登
4350,965,1,北宋,德遵
4351,965,1,北宋,方新
4352,965,1,北宋,修己
4353,965,1,北宋,法顯
4354,965,1,北宋,慧月
4355,965,1,北宋,自能
4356,965,1,北宋,翠峰淵
4357,965,1,北宋,辯岑
4358,1501,1,明,如進
4359,965,1,北宋,日儉
4360,965,1,北宋,福亮
4361,965,1,北宋,瑞光嵩
4362,965,1,北宋,世珍
4363,965,1,北宋,保軒
4364,965,1,北宋,靈巖志
4365,1501,1,明,通玄
4366,965,1,北宋,景靜
4367,989,1,北宋,文鑑
4368,989,1,北宋,崇珍
4369,989,1,北宋,仲和
4370,989,1,北宋,了暹
4371,989,1,北宋,居說
4372,989,1,北宋,善端
4373,989,1,北宋,紹明
4374,989,1,北宋,用彰
4375,989,1,北宋,承天了素
4376,989,1,北宋,顯忠
4377,989,1,北宋,南禪自聰
4378,989,1,北宋,隱靜慧觀
4379,989,1,北宋,希元
4380,1201,1,tbd,會珍
4381,976,1,北宋,洞山子圓 
4382,997,1,北宋,齊曉
4383,1025,1,北宋,上藍居晉
4384,1025,1,北宋,薦福宗海
4385,980,1,北宋,道吾悟真
4386,1454,1,明,智素
4387,1022,1,北宋,雪竇法雅
4388,986,1,北宋,靈隱德章
4389,986,1,北宋,香山蘊良
4390,986,1,北宋,靈山本言
4391,986,1,北宋,廣法源
4392,986,1,北宋,清遂
4393,1468,1,明,玅中玄
4394,986,1,北宋,光用
4395,997,1,北宋,山政
4396,986,1,北宋,大寧道寬
4397,1468,1,明,文若斌
4398,986,1,北宋,洛浦景韶
4399,986,1,北宋,澄悅
4400,986,1,北宋,志堅
4401,986,1,北宋,信安
4402,1482,1,明,璉宗振
4403,986,1,北宋,德乾
4404,986,1,北宋,居奉
4405,986,1,北宋,惟廣
4406,1447,1,明,野翁曉
4407,986,1,北宋,義銑
4408,997,1,北宋,宗震
4409,997,1,北宋,慶善普能
4410,1451,1,明,壽堂松
4411,1471,1,明,淨琴
4412,986,1,北宋,善思
4413,986,1,北宋,萬壽法詮 
4414,986,1,北宋,慶善守隆
4415,986,1,北宋,萬壽應城
4416,986,1,北宋,乾元了覺
4417,1451,1,明,性愷
4418,1045,1,北宋,慧蘭
4419,1045,1,北宋,東明仁仙
4420,1045,1,北宋,普照曉欽
4421,1404,1,明,宗紹
4422,1045,1,北宋,自遵
4423,1028,1,北宋,懷秀
4424,1013,1,北宋,石霜琳
4425,1002,1,北宋,元肅
4426,1543,1,明,大方寬
4427,1423,1,明,傑峯
4428,1009,1,北宋,四祖法演
4429,1002,1,北宋,曉常
4430,1002,1,北宋,合文
4431,1002,1,北宋,佛印宣明
4432,1002,1,北宋,花藥元恭
4433,1002,1,北宋,三角慧澤
4434,1029,1,北宋,聞一
4435,1038,1,北宋,永安元正
4436,1027,1,北宋,泗州用元
4437,1002,1,北宋,廣慧達杲
4438,1035,1,北宋,慧林常悟
4439,1547,1,明,無言正道
4440,1002,1,北宋,壽聖楚清
4441,1025,1,北宋,道場法如
4442,1025,1,北宋,石佛慧明
4443,1025,1,北宋,寶壽最樂
4444,1002,1,北宋,百丈惟古
4445,1002,1,北宋,月珠祖鑑
4446,1013,1,北宋,德山宗什
4447,1577,1,清,劉道貞
4448,1047,1,北宋,祖瑃
4449,1028,1,北宋,南臺允恭
4450,1047,1,北宋,雲頂宗印
4451,1019,1,北宋,龍王善隨
4452,1019,1,北宋,黃蘗永泰
4453,1012,1,北宋,法輪齊添
4454,1012,1,北宋,慧明雲
4455,1012,1,北宋,仰山友恩
4456,1012,1,北宋,大溈齊恂
4457,1030,1,北宋,白藻清儼
4458,1593,1,清,行弘
4459,1030,1,北宋,景福省悅
4460,1030,1,北宋,子陵自瑜
4461,1030,1,北宋,慈雲彥隆
4462,1634,1,清,易九有
4463,1025,1,北宋,萬杉紹慈
4464,1025,1,北宋,慧力可昌
4465,1025,1,北宋,可僊
4466,1025,1,北宋,棲真德嵩
4467,1025,1,北宋,衡嶽道辯
4468,1025,1,北宋,禾山志傳
4469,1622,1,明 清,青龍德風
4470,1062,1,北宋,德昇 
4471,1590,1,明 清,嚴大參
4472,1062,1,北宋,慧素
4473,1062,1,北宋,道淵
4474,1025,1,北宋,文慧
4475,1025,1,北宋,淨光了威
4476,1045,1,北宋,法真
4477,1025,1,北宋,秘禮
4478,1045,1,北宋,石佛益
4479,1594,1,清,元菴徵
4480,1593,1,清,山衣瀇
4481,1593,1,清,沈雄
4482,1604,1,清,行燈
4483,1623,1,清,羅開驎
4484,1612,1,清,素巖真智
4485,1605,1,清,雍簴方晟
4486,1051,1,宋,大溈海評 
4487,1034,1,北宋,咸靜
4488,1034,1,北宋,有需
4489,1055,1,北宋,宗密
4490,1034,1,北宋,從密
4491,1602,1,清,僧廣
4492,1075,1,北宋,守慧
4493,1047,1,北宋,黃龍道觀
4494,1007,1,宋,智賢
4495,1039,1,北宋,吳居厚
4496,1642,1,清, 明詮
4497,1048,1,北宋,圓
4498,1034,1,北宋,慧忠
4499,1018,1,北宋,開先善暹
4500,1034,1,北宋,慧日興道
4501,1034,1,北宋,萬壽普信
4502,1034,1,北宋,果慜
4503,1030,1,北宋,法雲杲
4504,1025,1,北宋,宣能
4505,1025,1,北宋,梵言
4506,1025,1,北宋,壽寧善資
4507,1025,1,北宋,洞山至乾
4508,1025,1,北宋,超化靜
4509,1611,1,清,性真
4510,1038,1,北宋,九峯希廣
4511,1621,1,清,以山聞
4512,1025,1,北宋,上封慧和
4513,1025,1,北宋,五峰本
4514,1025,1,北宋,太平安
4515,1025,1,北宋,洞山擇言 
4516,1025,1,北宋,德山瓊 
4517,1068,1,南宋,法清
4518,1030,1,北宋,洞山辯
4519,1030,1,北宋,慧海儀
4520,1061,1,北宋,三角智堯
4521,1044,1,北宋,踈山了常
4522,1044,1,北宋,兜率慧照
4523,1025,1,北宋,惟信
4524,1025,1,北宋,夾山曉純
4525,1025,1,北宋,三聖繼昌
4526,1025,1,北宋,保福本權
4527,1025,1,北宋,道吾仲圓
4528,1025,1,北宋,雙峯景齊
4529,1025,1,北宋,正法希明
4530,1025,1,北宋,梁山懽
4531,1025,1,北宋,祖菴主
4532,1025,1,北宋,延慶叔
4533,1079,1,北宋,慧初
4534,971,1,北宋,澄湜
4535,1056,1,北宋,百丈以棲
4536,1056,1,北宋,博山子經
4537,1056,1,北宋,光孝曇清
4538,1073,1,北宋,薦福擇崇
4539,1002,1,北宋,道圓
4540,1066,1,北宋,慧琳 
4541,1066,1,北宋,顯寧圓智
4542,1066,1,南宋,烏回良範
4543,1066,1,北宋,東山吉
4544,1080,1,南宋,龍華本
4545,1115,1,南宋,龍鳴賢
4546,1106,1,南宋,大清鑑
4547,1117,1,南宋,懷敞
4548,1043,1,南宋,崇覺空
4549,1043,1,北宋,鍾山道隆
4550,1043,1,北宋,揚州齊謐
4551,807,1,唐,普滿
4552,810,1,唐,欽山文邃
4553,807,1,唐,吉州禾山
4554,807,1,唐,幽棲道幽
4555,807,1,唐,遁儒
4556,1628,1,清,三淵惺
4557,1363,1,元,虛碧智璿
4558,807,1,唐,天童咸啟
4559,835,1,唐,藏嶼
4560,835,1,唐,寺存
4561,879,1,唐,審哲
4562,879,1,唐,龍穴
4563,879,1,唐,大乘
4564,846,1,唐,匡一
4565,846,1,唐,廣福道隱
4566,846,1,唐,洪州東禪
4567,846,1,唐,紫陵微
4568,846,1,唐,大浪和尚
4569,807,1,唐,同安威
4570,807,1,唐,陳州石鏡
4571,807,1,唐,青剉如觀
4572,839,1,五代十國,廣德延
4573,839,1,五代十國,廣德周
4574,839,1,五代十國,廣德義
4575,891,1,五代十國,獻蘊
4576,938,1,北宋,慧徹
4577,938,1,唐,師筠
4578,938,1,唐,廣德智端
4579,938,1,唐,青峯義誠
4580,938,1,北宋,承天義懃
4581,938,1,北宋,寶津
4582,938,1,北宋,靈竹守珍
4583,938,1,北宋,北禪懷感
4584,938,1,唐,南禪聰 
4585,938,1,北宋,紹遠
4586,938,1,唐,清居昇
4587,938,1,唐,廣濟方
4588,938,1,唐,雲頂鑑
4589,938,1,唐,契詮
4590,938,1,唐,天平契愚 
4591,845,1,五代十國,大安省
4592,845,1,唐,蘊
4593,845,1,五代十國,百丈超
4594,845,1,五代十國,天王和尚
4595,845,1,唐,京兆三相
4596,845,1,唐,伏龍奉璘
4597,845,1,唐,黃檗慧
4598,845,1,五代十國,百丈安
4599,845,1,五代十國,疎山證
4600,845,1,五代十國,五峰行繼
4601,845,1,唐,歸仁
4602,845,1,五代十國,守澄
4603,845,1,唐,慧堅
4604,845,1,五代十國,石門遵
4605,845,1,唐,石門聰
4606,845,1,唐,北禪契念
4607,845,1,五代十國,大安能
4608,845,1,唐,護國志朗
4609,845,1,唐,智門守欽
4610,845,1,唐,知遠
4611,845,1,五代十國,薦福思
4612,845,1,唐,潭州延壽
4613,845,1,唐,雲頂德敷
4614,840,1,唐,小谿行傳
4615,840,1,唐,華光範
4616,840,1,唐,曹山智炬
4617,840,1,唐,曹山光慧
4618,828,1,唐,草庵法義
4619,852,1,五代十國,處真
4620,840,1,唐,育王弘通
4621,1628,1,清,大器成
4622,978,1,北宋,海琳
4623,1628,1,清,王帝臣
4624,840,1,唐,荷玉福
4625,840,1,唐 五代十國,天池智隆
4626,1619,1,清,端倪發理
4627,852,1,唐,鹿門譚
4628,852,1,唐,崇真
4629,852,1,五代十國,智靜
4630,852,1,唐,普寧法顯
4631,852,1,五代十國,知儼
4632,852,1,五代十國,谷隱契崇
4633,835,1,唐,雲居山昌
4634,835,1,唐,朗州德山
4635,835,1,唐,揚州豐化
4636,835,1,唐,朱谿謙
4637,835,1,唐,水西南臺
4638,835,1,唐,池州廣濟
4639,835,1,唐,大善慧海
4640,835,1,唐,歸宗澹權
4641,824,1,唐,懷惲
4642,813,1,唐,歸宗巖密
4643,835,1,唐,嵆山章
4644,835,1,唐,雙泉道虔
4645,1619,1,清,不問淨慧
4646,835,1,唐,懷岳
4647,835,1,唐,梓州龍泉
4648,835,1,唐,藥山忠彥
4649,835,1,唐,風化令崇
4650,835,1,五代十國,道丕
4651,889,1,五代十國,觀志
4652,835,1,唐,袁州仰山
4653,943,1,宋,羅紋德珍
4654,943,1,北宋,藥山利昱
4655,943,1,宋,梁山巖
4656,943,1,宋,梁山善冀
4657,943,1,北宋,興陽清剖
4658,943,1,北宋,福嚴審承
4659,943,1,北宋,羅浮顯如
4660,943,1,北宋,白馬歸喜
4661,943,1,北宋,雲門靈運
4662,943,1,北宋,雲頂海鵬
4663,943,1,北宋,乾明機聰
4664,943,1,北宋,大陽慧
4665,1032,1,北宋,龍蟠曇廣
4666,1032,1,北宋,福應文
4667,1032,1,北宋,洞山雲
4668,1058,1,北宋,天章樞
4669,1058,1,北宋,大洪智
4670,1080,1,南宋,子陵祖清 
4671,1080,1,南宋,勝果道和
4672,1080,1,南宋,普寧祖悟
4673,1071,1,北宋 南宋,法成 
4674,1043,1,北宋,洞山道微
4675,1043,1,北宋,梅山已
4676,1043,1,北宋,普賢善秀
4677,1043,1,北宋,鹿門法燈
4678,1043,1,南宋,高世則
4679,1053,1,南宋,青原宋齊
4680,1053,1,南宋,法聰
4681,1053,1,南宋,投子道宣
4682,1053,1,南宋,吉祥元實
4683,1053,1,南宋,護國欽
4684,1053,1,南宋,慧日法安
4685,1084,1,南宋,真如道會
4686,1084,1,南宋,華藥智朋
4687,1071,1,北宋,吉祥法宣
4688,1071,1,北宋,丹霞普月
4689,1071,2,北宋,淨智
4690,1071,1,宋,東林通理
4691,1066,1,北宋,治平湡
4692,1078,1,北宋,慧力悟
4693,1078,1,南宋,雪峰慧深
4694,1088,1,南宋,保寧興譽
4695,1619,1,清,福海德源
4696,1088,1,南宋,妙覺慧悟
4697,1091,1,南宋,長蘆道琳
4698,1091,1,南宋,光孝思徹
4699,1091,1,南宋,石門法真
4700,1085,1,南宋,微庵道勤
4701,1091,1,北宋,超化藻
4702,1257,1,南宋,德舉
4703,1242,1,元,東陵永璵 
4704,1163,1,南宋,石林秀
4705,1047,1,北宋,慧蘭
4706,1140,1,宋,玉山體
4707,1223,1,南宋 元,從倫
4708,1212,1,金 元,淨肅
4709,1242,1,南宋 元,普就
4710,1284,1,元,熊耳子定
4711,1628,1,清,高奣暎
4712,1323,1,明,子巖
4713,1581,1,明,香雪明有
4714,1561,1,明,指南明徹
4715,1586,1,明,明懷
4716,1561,1,明,雁田柳湞
4717,1648,1,清,行載
4718,1703,1,清,福毅
4719,1703,1,清,祥潔
4720,1725,1,清,澄洮
4721,1725,1,清,清鏡
4722,1628,1,清,慈毒存
4723,1588,1,清,燄燭
4724,1042,1,北宋,元禮首座
4725,1626,1,清,洪福隱知聞
4726,1617,1,清,檀度天根本
4727,1633,1,清,雲庵古雲
4728,1616,1,清,大文
4729,1639,1,清,心越興儔
4730,1617,1,明 清,道安
4731,1652,1,清,大心
4732,1652,1,清,興五
4733,1652,1,清,象先法印
4734,1652,1,清,法文
4735,1652,1,清,法澹
4736,1652,1,清,徧照興隆
4737,948,1,五代十國,師寬
4738,864,1,五代十國,實性子祥
4739,864,1,五代十國,道謙
4740,928,1,五代十國,仁郁
4741,864,1,五代十國,智寂
4742,864,1,五代十國,舜峯義韶
4743,864,1,五代十國,啓柔
4744,864,1,五代十國,妙勝臻
4745,864,1,五代十國,道遵法雲
4746,864,1,五代十國,資福詮
4747,864,1,五代十國,龍境倫
4748,864,1,五代十國,溫門山滿
4749,864,1,五代十國,大容諲
4750,864,1,五代十國,林谿竟脫
4751,864,1,五代十國,韶門廣悟
4752,864,1,五代十國,華嚴慧
4753,864,1,五代十國,長樂山政
4754,864,1,五代十國,韶州林泉
4755,864,1,五代十國,黃檗法濟
4756,864,1,五代十國,康國耀
4757,864,1,五代十國,谷山豐
4758,864,1,五代十國,羅漢匡果
4759,864,1,五代十國,滄谿璘
4760,1067,1,北宋,世奇
4761,864,1,五代十國,廬山慶雲
4762,864,1,五代十國,天王徽
4763,864,1,五代十國,廬山護國
4764,864,1,五代十國,化城鑒
4765,864,1,五代十國,慈雲山深
4766,864,1,五代十國,佛陀遠
4767,864,1,五代十國,雲門法球
4768,864,1,五代十國,保安師密
4769,864,1,五代十國,雙峯慧真
4770,993,1,北宋,廣燈惟湛
4771,864,1,五代十國,奉國清海
4772,1628,1,清,指雲光孝
4773,864,1,五代十國,開先清耀
4774,864,1,五代十國,鵞湖雲震
4775,864,1,五代十國,大梵圓
4776,864,1,五代十國,山真
4777,864,1,五代十國,普通封
4778,864,1,五代十國,大面山乘
4779,864,1,五代十國,明照
4780,864,1,五代十國,永安朗
4781,864,1,五代十國,天王永平
4782,864,1,五代十國,悟通寂
4783,864,1,五代十國,永福院朗
4784,864,1,五代十國,芭蕉弘義
4785,864,1,五代十國,趙橫山
4786,864,1,五代十國,覺華普照
4787,864,1,五代十國,延長山
4788,864,1,五代十國,福化光
4789,864,1,五代十國,黃龍贊
4790,864,1,五代十國,天柱山
4791,864,1,五代十國,雲門山朗
4792,864,1,五代十國,靈澄散聖 
4793,864,1,五代十國,興化興順
4794,910,1,北宋,東平洪教
4795,910,1,北宋,廣濟同
4796,910,1,北宋,乾明睦
4797,947,1,北宋,良雅
4798,947,1,北宋,衡嶽寺振
4799,1007,1,北宋,廣因擇要
4800,922,1,北宋,雲臺省因
4801,922,1,北宋,黃龍海
4802,922,1,北宋,雲蓋繼鵬
4803,922,1,北宋,護國壽
4804,922,1,北宋,寶緣慈濟
4805,922,1,北宋,智映
4806,966,1,北宋,子榮
4807,980,1,北宋,投子法宗
4808,980,1,北宋,省倧
4809,980,1,北宋,南明日慎
4810,980,1,北宋,君山顯昇
4811,980,1,北宋,水月慧金
4812,952,1,北宋,曾會
4813,1621,1,清,慈昆法玉 
4814,864,1,五代十國,藍田真
4815,864,1,五代十國,開先照
4816,864,1,五代十國,金陵天寶
4817,928,1,五代十國,含珠山彬
4818,993,1,北宋,鹿苑圭
4819,1004,1,北宋,楚材禪智
4820,864,1,五代十國,了山宗盛 
4821,948,1,五代十國,建福智同
4822,948,1,五代十國,慧滿
4823,948,1,五代十國,宗本
4824,948,1,五代十國,炳賢
4825,997,1,北宋,齊嶽
4826,1006,1,北宋,瑞新
4827,997,1,北宋,夾山惟俊
4828,1006,1,北宋,天聖守道
4829,997,1,北宋,國慶順宗
4830,984,1,北宋,五祖山秀
4831,984,1,北宋,海會通
4832,1002,1,北宋,思廣
4833,996,1,北宋,雲知
4834,996,1,北宋,惟簡
4835,996,1,北宋,顯殊
4836,996,1,北宋,有文
4837,996,1,北宋,圓明
4838,996,1,北宋,利元
4839,864,1,五代十國,普安道
4840,864,1,五代十國,可瓊
4841,864,1,五代十國,文襲
4842,864,1,五代十國,紹晏
4843,864,1,唐,志先 
4844,864,1,五代十國,南臺勤
4845,864,1,唐,高陽法廣
4846,864,1,唐,石霜節誠
